Niche,Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Lead Score,Priority,Social Presence,Web Search Verification,Source
Gulf Restaurants,The Red Fox,,+966 56 776 9941,3150 7991 Darwish Kayyal,4.4,773,Unknown,https://www.google.com/maps/place/The+Red+Fox/data=!4m7!3m6!1s0x15c3db4dbffe5f5d:0xf342bb7da27d6d93!8m2!3d21.5662814!4d39.1534622!16s%2Fg%2F11q3ckh1n0!19sChIJXV_-v03bwxURk219on27QvM?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Gulf Restaurants,Medrainus Catering & Hospitality | ميدرينيويس للضيافة والمناسبات,,+966 50 844 7333,"Business Center, Prince Saud Al Faisal، Al Zayd",4.3,596,Unknown,https://www.google.com/maps/place/Medrainus+Catering+%26+Hospitality+%7C+%D9%85%D9%8A%D8%AF%D8%B1%D9%8A%D9%86%D9%8A%D9%88%D9%8A%D8%B3+%D9%84%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x15c3daaffaed8533:0x63124dffa25185c3!8m2!3d21.5592568!4d39.1443674!16s%2Fg%2F11gbnhh4gr!19sChIJM4Xt-q_awxURw4VRov9NEmM?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
SA/Kenya/UAE Hotels,"The Oceanic, Durban",,+27 31 335 1800,,4.0,713,Unknown,"https://www.google.com/maps/place/The+Oceanic,+Durban/data=!4m10!3m9!1s0x1ef7a82cd69b67ad:0xaa92c33b589fd87e!5m2!4m1!1i2!8m2!3d-29.843521!4d31.0335771!16s%2Fg%2F1pzpw94mz!19sChIJrWeb1iyo9x4RftifWDvDkqo?authuser=0&hl=en&rclk=1",68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
SA/Kenya/UAE Hotels,Cingaki Hotel,,+254 742 037789,,4.0,262,Unknown,https://www.google.com/maps/place/Cingaki+Hotel/data=!4m10!3m9!1s0x184072ef56e422b9:0x669e86d690852ba!5m2!4m1!1i2!8m2!3d-4.0065357!4d39.6255401!16s%2Fg%2F11c5t3f_kw!19sChIJuSLkVu9yQBgRulIIaW3oaQY?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
SA/Kenya/UAE Hotels,Kahama Beach Hotel,,+254 20 3507205,,4.2,140,Unknown,https://www.google.com/maps/place/Kahama+Beach+Hotel/data=!4m10!3m9!1s0x18400f3275454c5f:0x448ef7aba7c32ac7!5m2!4m1!1i2!8m2!3d-3.9878578!4d39.735887!16s%2Fg%2F11jgxcyxl9!19sChIJX0xFdTIPQBgRxyrDp6v3jkQ?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
SA/Kenya/UAE Hotels,Mali Guest House,,+254 725 316697,,4.0,272,Unknown,https://www.google.com/maps/place/Mali+Guest+House/data=!4m10!3m9!1s0x18400d0109a28b35:0x2e1a29a03f80fc3a!5m2!4m1!1i2!8m2!3d-4.0247563!4d39.7012357!16s%2Fg%2F11fmdws1ng!19sChIJNYuiCQENQBgROvyAP6ApGi4?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
SA/Kenya/UAE Hotels,Pine Breeze Holiday Resort,,+254 722 996465,,4.0,720,Unknown,https://www.google.com/maps/place/Pine+Breeze+Holiday+Resort/data=!4m10!3m9!1s0x18400df777223133:0x4770252d4f8ff95d!5m2!4m1!1i2!8m2!3d-4.022258!4d39.723121!16s%2Fg%2F12vr9vf1_!19sChIJMzEid_cNQBgRXfmPTy0lcEc?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
SA/Kenya/UAE Hotels,Mtwapa Country Resort,,+254 712 689272,,4.0,435,Unknown,https://www.google.com/maps/place/Mtwapa+Country+Resort/data=!4m10!3m9!1s0x1840096598f85725:0x6ec693b35a9f5d63!5m2!4m1!1i2!8m2!3d-3.9512709!4d39.764334!16s%2Fg%2F1pzw2d48p!19sChIJJVf4mGUJQBgRY12fWrOTxm4?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
SA/Kenya/UAE Hotels,Platinum Hotel,,+254 722 605801,,4.0,133,Unknown,https://www.google.com/maps/place/Platinum+Hotel/data=!4m10!3m9!1s0x18400e990c1a0f89:0xec86c51aaff058ab!5m2!4m1!1i2!8m2!3d-3.9779452!4d39.7417024!16s%2Fg%2F11d_2lfdqs!19sChIJiQ8aDJkOQBgRq1jwrxrFhuw?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Make Me Beauty Place,,+234 707 109 5500,44 Bode Thomas St,4.3,620,Unknown,https://www.google.com/maps/place/Make+Me+Beauty+Place/data=!4m7!3m6!1s0x103b8c0dcc100373:0xa62fb97825b81bc9!8m2!3d6.4893485!4d3.3526765!16s%2Fg%2F1q5blljwh!19sChIJcwMQzA2MOxARyRu4JXi5L6Y?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Tunmise Natural Hair salon,,+234 806 547 1986,9b Ilorin St,4.0,179,Unknown,https://www.google.com/maps/place/Tunmise+Natural+Hair+salon/data=!4m7!3m6!1s0x103b8c1437be057d:0xf49d91b94d9edaa4!8m2!3d6.4978532!4d3.3486719!16s%2Fg%2F11f00hk38h!19sChIJfQW-NxSMOxARpNqeTbmRnfQ?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,The Triplet’s Studio,,+234 915 100 0030,7 Niyi Okunubi St,4.4,181,Unknown,https://www.google.com/maps/place/The+Triplet%E2%80%99s+Studio/data=!4m7!3m6!1s0x103bf5a5969e4ef9:0x29c4d8af71b6761a!8m2!3d6.4389096!4d3.4577929!16s%2Fg%2F11lgm4j_nb!19sChIJ-U6elqX1OxARGna2ca_YxCk?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Yellow Sisi Salon,,+234 818 222 2204,2c Bashorun R.I. Okusanya Ave,4.4,242,Unknown,https://www.google.com/maps/place/Yellow+Sisi+Salon/data=!4m7!3m6!1s0x103bf44f9f2aba7b:0xa21fd500736a52e8!8m2!3d6.4490479!4d3.4752566!16s%2Fg%2F11c6vl0hpd!19sChIJe7oqn0_0OxAR6FJqcwDVH6I?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Next Barbing Salon,,+234 803 329 4940,6 Alh. Oluwakemi St,4.3,172,Unknown,https://www.google.com/maps/place/Next+Barbing+Salon/data=!4m7!3m6!1s0x103b8d85e5e0181b:0xb73d1a9510754810!8m2!3d6.5614039!4d3.3694974!16s%2Fg%2F1q67cl41j!19sChIJGxjg5YWNOxAREEh1EJUaPbc?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,Avenue21 Beauty Salon & Spa,,+234 806 879 6071,"6C Birao St, off Yalinga Street",4.2,241,Unknown,https://www.google.com/maps/place/Avenue21+Beauty+Salon+%26+Spa/data=!4m7!3m6!1s0x104e0b00037d5093:0xef220676195d4edb!8m2!3d9.0709567!4d7.4787427!16s%2Fg%2F11gbkwjbn7!19sChIJk1B9AwALThAR205dGXYGIu8?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Nigeria Hair Salons,HAIR DISTRICT BEAUTY SALON & SPA ABUJA,,+234 701 142 2358,"Hair District Beauty Salon & Spa, Plot 1248 Aminu Kano Cres",4.5,13,Unknown,https://www.google.com/maps/place/HAIR+DISTRICT+BEAUTY+SALON+%26+SPA+ABUJA/data=!4m7!3m6!1s0x104e0b50bda63405:0xfa13154a7234918f!8m2!3d9.0726308!4d7.4701869!16s%2Fg%2F11wtqxh3rb!19sChIJBTSmvVALThARj5E0ckoVE_o?authuser=0&hl=en&rclk=1,68,Warm,social_media,no matching own-domain result in top results (checked 2x),Google Maps
Kenya Real Estate,Bandari Villas,,+254 722 238818,"Near Poster, Bombolulu, Off Nyali Road",4.3,229,Unknown,https://www.google.com/maps/place/Bandari+Villas/data=!4m7!3m6!1s0x18400d8e2c51a263:0x8acbede3aa6d5281!8m2!3d-4.0177791!4d39.7060282!16s%2Fg%2F1pzsc9y79!19sChIJY6JRLI4NQBgRgVJtquPty4o?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Kenya Real Estate,Le Royal apartments,,+254 726 916166,2nd Ave,4.4,218,Unknown,https://www.google.com/maps/place/Le+Royal+apartments/data=!4m7!3m6!1s0x18400dea76b99ba3:0xd49ce7cfeacf13d3!8m2!3d-4.0213517!4d39.7266433!16s%2Fg%2F11h7sj6cys!19sChIJo5u5duoNQBgR0xPP6s_nnNQ?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Kenya Real Estate,Miritini Estate,,+254 725 815847,"Next To Miritini Stage, Miritini Estate Road, Mombasa Road",4.1,320,Unknown,https://www.google.com/maps/place/Miritini+Estate/data=!4m7!3m6!1s0x1840722df032afc9:0x4875751836d8e109!8m2!3d-4.0041021!4d39.5789159!16s%2Fg%2F1pzvzzq_s!19sChIJya8y8C1yQBgRCeHYNhh1dUg?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Kenya Real Estate,BaseMark Valuers and Property Consultants,,+254 794 858749,,5.0,11,Unknown,https://www.google.com/maps/place/BaseMark+Valuers+and+Property+Consultants/data=!4m7!3m6!1s0x182aa50ff7bc3a5d:0x9fdc2b95d8780119!8m2!3d-0.1042529!4d34.755829!16s%2Fg%2F11xp1sysgw!19sChIJXTq89w-lKhgRGQF42JUr3J8?authuser=0&hl=en&rclk=1,68,Warm,social_media,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Dr. Raiyan's Bangalore Dental Clinic,,+91 89515 93062,"138, Shivaji Rd, opposite pension mohalla masjid",5.0,33,Unknown,https://www.google.com/maps/place/Dr.+Raiyan%27s+Bangalore+Dental+Clinic/data=!4m7!3m6!1s0x3bae17414191c1bb:0x67f859f46974bf1b!8m2!3d12.9871939!4d77.6019944!16s%2Fg%2F11f6f_jfj7!19sChIJu8GRQUEXrjsRG790afRZ-Gc?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Dental Care Centre,,+91 80 4116 1563,"165, 9th Cross Rd",4.9,82,Unknown,https://www.google.com/maps/place/Dental+Care+Centre/data=!4m7!3m6!1s0x3bae16bb2bf033f9:0xdfefc910bf978f0b!8m2!3d12.9809745!4d77.6391534!16s%2Fg%2F11c2lytx3k!19sChIJ-TPwK7sWrjsRC4-XvxDJ798?authuser=0&hl=en&rclk=1,63,Warm,none,no comparable tokens in name,Google Maps
Bangalore Dental Clinics,Smile Lounge Dental Care,,+91 80 2528 8388,"373/1, 100 Feet Rd",4.9,80,Unknown,https://www.google.com/maps/place/Smile+Lounge+Dental+Care/data=!4m7!3m6!1s0x3bae16a7cd181f4b:0x903e77444d81b830!8m2!3d12.9725476!4d77.6413327!16s%2Fg%2F12606m7ln!19sChIJSx8YzacWrjsRMLiBTUR3PpA?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Dental Bliss,,+91 80 4371 2712,"No. 648,17th C Cross, Ground Floor, Chinmaya Mission Hospital Rd",4.9,69,Unknown,https://www.google.com/maps/place/Dental+Bliss/data=!4m7!3m6!1s0x3bae16a2fdd0d859:0x82431ac59cb0f2d0!8m2!3d12.9779088!4d77.6335357!16s%2Fg%2F11f2w580vt!19sChIJWdjQ_aIWrjsR0PKwnMUaQ4I?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,ARS Dental hub,,+91 98234 50664,,4.8,95,Unknown,https://www.google.com/maps/place/ARS+Dental+hub/data=!4m7!3m6!1s0x3bae15ee15feec8b:0x8da3cc6234cf97d2!8m2!3d12.9625527!4d77.6146148!16s%2Fg%2F11tb_qppqz!19sChIJi-z-Fe4VrjsR0pfPNGLMo40?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Family Dentacare & Implant Center,,+91 96116 67932,"371 1st Floor Patel seethappa colony HAL 3rd Stage, New Tippasandra Diagnally, opp. to: Krishna Bhavan Restaurant",4.8,43,Unknown,https://www.google.com/maps/place/Family+Dentacare+%26+Implant+Center/data=!4m7!3m6!1s0x3bae16aadb036b79:0x804ffe3e3957fe9e!8m2!3d12.9722972!4d77.6527349!16s%2Fg%2F1hm34wlwf!19sChIJeWsD26oWrjsRnv5XOT7-T4A?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,"Reflection Dental Clinic - Best Dental Clinic in Whitefield, Dentist in Whitefield, root canal treatment in whitefield",,+91 80734 09565,"1st floor, Reflection Facethetics, 101, 6, Varthur Main Rd, opposite Palm Meadows",4.7,68,Unknown,"https://www.google.com/maps/place/Reflection+Dental+Clinic+-+Best+Dental+Clinic+in+Whitefield,+Dentist+in+Whitefield,+root+canal+treatment+in+whitefield/data=!4m7!3m6!1s0x3bae1213f82a9e9d:0x8d705443849275cc!8m2!3d12.9568734!4d77.7408586!16s%2Fg%2F11gfd6qt9z!19sChIJnZ4q-BMSrjsRzHWShENUcI0?authuser=0&hl=en&rclk=1",63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,"Dentelope Advanced Dental care| Whitefield,Nallurhalli",,+91 63646 09627,"3 Tsn babu,opposite to sbb sapphire,Victorian View Layout",5.0,23,Unknown,"https://www.google.com/maps/place/Dentelope+Advanced+Dental+care%7C+Whitefield,Nallurhalli/data=!4m7!3m6!1s0x3bae13ab3bc55ce3:0xe846e432bcdb0036!8m2!3d12.966993!4d77.7393668!16s%2Fg%2F11nr0zwxd1!19sChIJ41zFO6sTrjsRNgDbvDLkRug?authuser=0&hl=en&rclk=1",63,Warm,none,search failed: ConnectError: ConnectError('error sending request for url (https://www.startpage.com/) > client error (Connect) > tcp connect error > Connection refused (os error 111)') (checked 2x),Google Maps
Bangalore Dental Clinics,Maruthi Dental Clinic,,+91 94487 03632,"AP Nilaya, Immadihalli Main Rd",4.8,60,Unknown,https://www.google.com/maps/place/Maruthi+Dental+Clinic/data=!4m7!3m6!1s0x3bae0dfc0d016fbb:0xeb72fe464d445e07!8m2!3d12.9696165!4d77.7522011!16s%2Fg%2F11c5z_cn2h!19sChIJu28BDfwNrjsRB15ETUb-cus?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Amrik smile and dental clinic,,+91 91820 36895,"3rd floor, Amrik Hospital, 209, Swami Vivekananda Road",4.7,28,Unknown,https://www.google.com/maps/place/Amrik+smile+and+dental+clinic/data=!4m7!3m6!1s0x3bae0fe6876a864b:0x9cd7b241e2797f7!8m2!3d12.9828451!4d77.7479504!16s%2Fg%2F11s9z9c2g4!19sChIJS4Zqh-YPrjsR95cnHiR7zQk?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Sadguru Sai Dental Clinic,,+91 99722 48763,"First floor, 615, Mayura bakery road, Immadihalli Main Rd, above Navratan jewellers",5.0,88,Unknown,https://www.google.com/maps/place/Sadguru+Sai+Dental+Clinic/data=!4m7!3m6!1s0x3bae0dfc0feb9411:0xe35231c725b497b4!8m2!3d12.9698165!4d77.7518343!16s%2Fg%2F1tvq2kfk!19sChIJEZTrD_wNrjsRtJe0JccxUuM?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,KIDZ SMILE DENTAL CARE,,+91 90357 77698,"3rd floor,No: 578/444, MCC Tower, Main Road",5.0,48,Unknown,https://www.google.com/maps/place/KIDZ+SMILE+DENTAL+CARE/data=!4m7!3m6!1s0x3bae0d910eaadc0d:0xa6b47f4d90f2d2c1!8m2!3d12.9559151!4d77.7309146!16s%2Fg%2F11ys1v6t0v!19sChIJDdyqDpENrjsRwdLykE1_tKY?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,NAM DENTAL CARE,,+91 80895 09880,"near Ganesh Temple, next to kidzee preschool",5.0,61,Unknown,https://www.google.com/maps/place/NAM+DENTAL+CARE/data=!4m7!3m6!1s0x3bae0f40f4ede43d:0x92d972f8eb627516!8m2!3d12.9764208!4d77.7569216!16s%2Fg%2F11v3xkn5vf!19sChIJPeTt9EAPrjsRFnVi6_hy2ZI?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,White Pearls Dental,,+91 94926 37001,"1st floor, Anjanappa Building, Varthur Main Rd, opp. Jagriti Apt Ramagondanahalli",4.9,95,Unknown,https://www.google.com/maps/place/White+Pearls+Dental/data=!4m7!3m6!1s0x3bae13ba9858b215:0xc1cd9da1f3bf6f0a!8m2!3d12.956911!4d77.74117!16s%2Fg%2F11krs0d942!19sChIJFbJYmLoTrjsRCm-_86GdzcE?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,RK Dental Clinic,,+91 90359 18327,opp. Palm meadows,4.8,26,Unknown,https://www.google.com/maps/place/RK+Dental+Clinic/data=!4m7!3m6!1s0x3bae139f34332963:0x36c9a07f1cf155cf!8m2!3d12.956876!4d77.7402532!16s%2Fg%2F11r9w6t664!19sChIJYykzNJ8TrjsRz1XxHH-gyTY?authuser=0&hl=en&rclk=1,63,Warm,none,no comparable tokens in name,Google Maps
Bangalore Dental Clinics,Sattva Multispeciality Dental Care,,+91 63625 49115,"Hagadur Main Rd, opposite Shri Gangadhareshwara Swamy Temple",5.0,43,Unknown,https://www.google.com/maps/place/Sattva+Multispeciality+Dental+Care/data=!4m7!3m6!1s0x3bae0de5ecaa3099:0xcf29a04572bdb85f!8m2!3d12.964885!4d77.7555312!16s%2Fg%2F11q3t8mcy1!19sChIJmTCq7OUNrjsRX7i9ckWgKc8?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Janatha Dental Clinic,,+91 99167 30519,"3, Immadihalli Main Rd",4.9,58,Unknown,https://www.google.com/maps/place/Janatha+Dental+Clinic/data=!4m7!3m6!1s0x3bae0d0268b2e0b5:0x2d230ff4e1a0f3a3!8m2!3d12.969583!4d77.752748!16s%2Fg%2F11h12_n_ys!19sChIJteCyaAINrjsRo_Og4fQPIy0?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,G M Dental Clinic Orthodontics & Implantology,,+91 93429 62359,"45, 10th cross, &, Varthur Main Rd, opposite Government School, behind Domino's Pizza",4.9,51,Unknown,https://www.google.com/maps/place/G+M+Dental+Clinic+Orthodontics+%26+Implantology/data=!4m7!3m6!1s0x3bae1213dba3c1f5:0x3aa44c12a376b36f!8m2!3d12.9573354!4d77.7385988!16s%2Fg%2F1v1sjnf9!19sChIJ9cGj2xMSrjsRb7N2oxJMpDo?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,"Avnee's Dental Clinic | Root Canal Treatment | Implant Centre | Invisalign, Aligners |",,+91 72041 60995,Immadihalli Main Rd,5.0,66,Unknown,"https://www.google.com/maps/place/Avnee%27s+Dental+Clinic+%7C+Root+Canal+Treatment+%7C+Implant+Centre+%7C+Invisalign,+Aligners+%7C/data=!4m7!3m6!1s0x3bae0d92b4089d45:0x469872e851eef666!8m2!3d12.9696051!4d77.7662798!16s%2Fg%2F11xgv9_g59!19sChIJRZ0ItJINrjsRZvbuUehymEY?authuser=0&hl=en&rclk=1",63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Blossom Dental Clinic,,+91 78925 60272,"365, Nagondanahalli Channasandra Main Road Nagondanahalli",5.0,57,Unknown,https://www.google.com/maps/place/Blossom+Dental+Clinic/data=!4m7!3m6!1s0x3bae0fb5c974ec19:0xbda562f24eb3b9cb!8m2!3d12.9764566!4d77.7710082!16s%2Fg%2F11s63lsy7k!19sChIJGex0ybUPrjsRy7mzTvJipb0?authuser=0&hl=en&rclk=1,63,Warm,none,search failed: ConnectError: ConnectError('error sending request for url (https://www.startpage.com/) > client error (Connect) > tcp connect error > Connection refused (os error 111)') (checked 2x),Google Maps
Bangalore Dental Clinics,"Blooms Dental Care Kormangala | Best Dentist for Braces,Aligners, Implants & Root Canal Treatments",,+91 81239 82595,"No.1010, First Floor, 7th A Main Road, S.T Bed , Kormangala, near Wipro Park, above Apollo Pharmacy",5.0,62,Unknown,"https://www.google.com/maps/place/Blooms+Dental+Care+Kormangala+%7C+Best+Dentist+for+Braces,Aligners,+Implants+%26+Root+Canal+Treatments/data=!4m7!3m6!1s0x3bae15cc8635ed0d:0x7f4774ef2ad85141!8m2!3d12.9303771!4d77.6336601!16s%2Fg%2F11y2ntvvkf!19sChIJDe01hswVrjsRQVHYKu90R38?authuser=0&hl=en&rclk=1",63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Vardhana's Dental Clinic In 5th Block Koramangala,,+91 99162 78993,"Ground Floor, Day Lane, 137, 1st A cross Rd, next to JNC Cafe Coffee before Hatti Kappi",5.0,51,Unknown,https://www.google.com/maps/place/Vardhana%27s+Dental+Clinic+In+5th+Block+Koramangala/data=!4m7!3m6!1s0x3bae1592595d0333:0x5cc09c2a4f98dcbb!8m2!3d12.9340608!4d77.6173155!16s%2Fg%2F11q24yc6kf!19sChIJMwNdWZIVrjsRu9yYTyqcwFw?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bangalore Dental Clinics,Devi Dental Clinic,,+91 98452 91142,"36/A, Sri Rama Temple Rd",4.9,58,Unknown,https://www.google.com/maps/place/Devi+Dental+Clinic/data=!4m7!3m6!1s0x3bae159522c8a963:0xb5d984032236cb1d!8m2!3d12.9434404!4d77.6283723!16s%2Fg%2F11rxl5v5yl!19sChIJY6nIIpUVrjsRHcs2IgOE2bU?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,GRAND UB RESIDENCY,,+91 99953 09916,,4.8,42,Unknown,https://www.google.com/maps/place/GRAND+UB+RESIDENCY/data=!4m10!3m9!1s0x3bae15183de95959:0x7ae8a1d17256a1b8!5m2!4m1!1i2!8m2!3d12.9251609!4d77.615879!16s%2Fg%2F11msld4z70!19sChIJWVnpPRgVrjsRuKFWctGh6Ho?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Ganesh Estate Homestay,,+91 73537 14416,,3.9,237,Unknown,https://www.google.com/maps/place/Ganesh+Estate+Homestay/data=!4m10!3m9!1s0x3ba5ab1d4740dfa3:0x7e35c3485274e971!5m2!4m1!1i2!8m2!3d12.4046164!4d75.7419562!16s%2Fg%2F1hm3y8vwm!19sChIJo99ARx2rpTsRcel0UkjDNX4?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,grace view,,+91 96639 73477,,4.5,74,Unknown,https://www.google.com/maps/place/grace+view/data=!4m10!3m9!1s0x3ba5aaa3e4f6fadb:0xb545eb0537f96be2!5m2!4m1!1i2!8m2!3d12.4168766!4d75.7322288!16s%2Fg%2F11cr_5ggtv!19sChIJ2_r25KOqpTsR4mv5NwXrRbU?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Dharani Homestay,,+91 94483 03653,,4.8,91,Unknown,https://www.google.com/maps/place/Dharani+Homestay/data=!4m10!3m9!1s0x3ba5ab2188e21435:0x4e866c7c6fca0b3e!5m2!4m1!1i2!8m2!3d12.4106193!4d75.7335157!16s%2Fg%2F11f776lv2v!19sChIJNRTiiCGrpTsRPgvKb3xshk4?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Hotel New Rajdarshan,,+91 77600 37767,,3.7,490,Unknown,https://www.google.com/maps/place/Hotel+New+Rajdarshan/data=!4m10!3m9!1s0x3ba5aa9896fc45ed:0xa9bba9fd8e1077f1!5m2!4m1!1i2!8m2!3d12.4156971!4d75.7377539!16s%2Fg%2F1td2kxtq!19sChIJ7UX8lpiqpTsR8XcQjv2pu6k?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,New Hill Valley,,+91 99002 45600,,4.2,121,No,https://www.google.com/maps/place/New+Hill+Valley/data=!4m10!3m9!1s0x3ba5aa9ae87edaad:0xf3ac3731a9ed68ae!5m2!4m1!1i2!8m2!3d12.4135817!4d75.7478187!16s%2Fg%2F1th7lb7p!19sChIJrdp-6JqqpTsRrmjtqTE3rPM?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,OYO 6556 Ramra Stay,,+91 124 620 1327,,4.3,93,Unknown,https://www.google.com/maps/place/OYO+6556+Ramra+Stay/data=!4m10!3m9!1s0x3ba500060386cac3:0x14741bacf7bb761a!5m2!4m1!1i2!8m2!3d12.4276432!4d75.7251723!16s%2Fg%2F11c486tk1d!19sChIJw8qGAwYApTsRGna796wbdBQ?authuser=0&hl=en&rclk=1,63,Warm,directory_or_aggregator,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,sabaoth stays,,+91 78929 82399,,5.0,41,Unknown,https://www.google.com/maps/place/sabaoth+stays/data=!4m10!3m9!1s0x3ba5012ccbd9e327:0x2fc7b7947f992d47!5m2!4m1!1i2!8m2!3d12.4282632!4d75.7236024!16s%2Fg%2F11yh3rx04x!19sChIJJ-PZyywBpTsRRy2Zf5S3xy8?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Coorg/Wayanad/Ooty Resorts,Ajantha,,+91 80880 04755,,4.7,81,Unknown,https://www.google.com/maps/place/Ajantha/data=!4m10!3m9!1s0x3ba5000b3db3036d:0x4ccf34d727087929!5m2!4m1!1i2!8m2!3d12.4261394!4d75.7263504!16s%2Fg%2F11bbwqnslp!19sChIJbQOzPQsApTsRKXkIJ9c0z0w?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
