Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL
Issacs Hotel Regency,,04936 220 512,,4.0,356,Unknown,https://www.google.com/maps/place/Issacs+Hotel+Regency/data=!4m10!3m9!1s0x3ba608982407cab1:0x9ae966cc779d425!5m2!4m1!1i2!8m2!3d11.6623158!4d76.256286!16s%2Fg%2F1tjrndp5!19sChIJscoHJJgIpjsRJdR5x2yWrgk?authuser=0&hl=en&rclk=1,http://www.issacsregency.com/
AUGUST RESIDENCY,,04936 225 733,,4.1,298,No,https://www.google.com/maps/place/AUGUST+RESIDENCY/data=!4m10!3m9!1s0x3ba608b8d88489e1:0xf38769b673be78bc!5m2!4m1!1i2!8m2!3d11.664212!4d76.2474034!16s%2Fg%2F1tpn0_gy!19sChIJ4YmE2LgIpjsRvHi-c7Zph_M?authuser=0&hl=en&rclk=1,https://oyo-resort-august-residency.allkeralahotels.net/en/
Government Guest House,,04936 220 225,,4.0,118,No,https://www.google.com/maps/place/Government+Guest+House/data=!4m10!3m9!1s0x3ba6061d87cbe1cd:0xa7393e3591e0cad3!5m2!4m1!1i2!8m2!3d11.6622889!4d76.2712966!16s%2Fg%2F1tdlfqpz!19sChIJzeHLhx0GpjsR08rgkTU-Oac?authuser=0&hl=en&rclk=1,https://gad.kerala.gov.in/online-guest-house-booking-0
Villa De 1945,,081380 33833,,4.5,377,Unknown,https://www.google.com/maps/place/Villa+De+1945/data=!4m10!3m9!1s0x3ba4291c521c2bf3:0xd76cd19370714003!5m2!4m1!1i2!8m2!3d11.7061875!4d75.5348125!16s%2Fg%2F11h64y2x0r!19sChIJ8yscUhwppDsRA0BxcJPRbNc?authuser=0&hl=en&rclk=1,https://www.villade1945.com/
Theertha international,,075107 77888,,3.9,748,Unknown,https://www.google.com/maps/place/Theertha+international/data=!4m10!3m9!1s0x3ba42803ba806d9f:0xe79d0a3ff21714e9!5m2!4m1!1i2!8m2!3d11.7033715!4d75.5354965!16s%2Fg%2F11fhvmlclg!19sChIJn22AugMopDsR6RQX8j8Knec?authuser=0&hl=en&rclk=1,http://www.theerthahotel.com/
Mahi Midas Sea View Hotel,,0490 233 6119,,3.4,460,Unknown,https://www.google.com/maps/place/Mahi+Midas+Sea+View+Hotel/data=!4m10!3m9!1s0x3ba682a9e14762ef:0x268fa82602fe9bfd!5m2!4m1!1i2!8m2!3d11.6995811!4d75.5346954!16s%2Fg%2F11b5pj3mry!19sChIJ72JH4amCpjsR_Zv-AiaojyY?authuser=0&hl=en&rclk=1,http://www.mahimidas.com/
Hotel French Avenue,,0490 356 0203,,3.8,256,Unknown,https://www.google.com/maps/place/Hotel+French+Avenue/data=!4m10!3m9!1s0x3ba4280185cc803f:0xe51b729af7ff5a61!5m2!4m1!1i2!8m2!3d11.7020852!4d75.5332519!16s%2Fg%2F11c7t0wff1!19sChIJP4DMhQEopDsRYVr_95pyG-U?authuser=0&hl=en&rclk=1,https://mahehotelfrenchavenue.in/
The Serenity Resort | Wayanad,,04936 274 622,,4.2,1202,Unknown,https://www.google.com/maps/place/The+Serenity+Resort+%7C+Wayanad/data=!4m10!3m9!1s0x3ba6772e92e8633b:0x501977052c9f50b2!5m2!4m1!1i2!8m2!3d11.6741922!4d75.9460703!16s%2Fg%2F11f6yvfbkz!19sChIJO2Poki53pjsRslCfLAV3GVA?authuser=0&hl=en&rclk=1,http://www.serenityresort.in/
Karlad Lake Resort - Wayanad,,096050 83379,,4.6,631,Unknown,https://www.google.com/maps/place/Karlad+Lake+Resort+-+Wayanad/data=!4m10!3m9!1s0x3ba6775300cbaa59:0xea2d420f7ad8657d!5m2!4m1!1i2!8m2!3d11.6497511!4d75.9810542!16s%2Fg%2F11ny2y7qqt!19sChIJWarLAFN3pjsRfWXYeg9CLeo?authuser=0&hl=en&rclk=1,https://karladlakeresort.com/
Wayanad Silverwoods Resorts,,097464 75714,,4.4,3765,Unknown,https://www.google.com/maps/place/Wayanad+Silverwoods+Resorts/data=!4m10!3m9!1s0x3ba676ec03cd83dd:0xf4fe455dbe5b0328!5m2!4m1!1i2!8m2!3d11.6570895!4d75.9676952!16s%2Fg%2F12m9h5pw2!19sChIJ3YPNA-x2pjsRKANbvl1F_vQ?authuser=0&hl=en&rclk=1,https://www.wayanadsilverwoods.com/
MANJOORA SADDLES RESORTS & SPA,,098777 08600,,4.8,563,Unknown,https://www.google.com/maps/place/MANJOORA+SADDLES+RESORTS+%26+SPA/data=!4m10!3m9!1s0x3ba677859cc9a5a5:0xdd11f404cfadf6c1!5m2!4m1!1i2!8m2!3d11.6475589!4d75.9801432!16s%2Fg%2F11h1rmr_t0!19sChIJpaXJnIV3pjsRwfatzwT0Ed0?authuser=0&hl=en&rclk=1,https://www.manjoorasaddles.com/
Silvergreen Resort Wayanad,,096561 00060,,4.1,2043,Unknown,https://www.google.com/maps/place/Silvergreen+Resort+Wayanad/data=!4m10!3m9!1s0x3ba677036a212169:0xb23cea5eaf504cfc!5m2!4m1!1i2!8m2!3d11.6620276!4d75.9398713!16s%2Fg%2F12cnw3_05!19sChIJaSEhagN3pjsR_ExQr17qPLI?authuser=0&hl=en&rclk=1,http://www.wayanadsilvergreen.com/
Contour Island Resort and Spa,,096455 46295,,4.4,1414,Unknown,https://www.google.com/maps/place/Contour+Island+Resort+and+Spa/data=!4m10!3m9!1s0x3ba670caeeda9533:0x61ab5e39da1867c4!5m2!4m1!1i2!8m2!3d11.6580728!4d75.937282!16s%2Fg%2F1tg5shf9!19sChIJM5Xa7spwpjsRxGcY2jleq2E?authuser=0&hl=en&rclk=1,https://contourisland.com/
Banasura Hill Resort,,095397 01354,,4.4,1061,Unknown,https://www.google.com/maps/place/Banasura+Hill+Resort/data=!4m10!3m9!1s0x3ba5d86455555555:0xae8ce3f86bedb26f!5m2!4m1!1i2!8m2!3d11.7136629!4d75.9228912!16s%2Fm%2F0k9b9cx!19sChIJVVVVVWTYpTsRb7Lta_jjjK4?authuser=0&hl=en&rclk=1,https://www.banasura.com/
Petals Resorts Wayanad,,081118 62888,,4.2,1012,Unknown,https://www.google.com/maps/place/Petals+Resorts+Wayanad/data=!4m10!3m9!1s0x3ba676ae7510ea39:0x608a13f7579048e6!5m2!4m1!1i2!8m2!3d11.638737!4d75.9826658!16s%2Fg%2F1jkwn8z_v!19sChIJOeoQda52pjsR5kiQV_cTimA?authuser=0&hl=en&rclk=1,http://www.petalsresorts.com/
Banasura Jungle Resort by Z Vacations,,097420 54269,,4.7,998,Unknown,https://www.google.com/maps/place/Banasura+Jungle+Resort+by+Z+Vacations/data=!4m10!3m9!1s0x3ba6776aabd07039:0x47983562e2b714d0!5m2!4m1!1i2!8m2!3d11.7134129!4d75.9211671!16s%2Fg%2F11v59_74cy!19sChIJOXDQq2p3pjsR0BS34mI1mEc?authuser=0&hl=en&rclk=1,https://z.vacations/?utm_source=gmb
Avalley Villas,,099462 66600,,4.2,240,Unknown,https://www.google.com/maps/place/Avalley+Villas/data=!4m10!3m9!1s0x3ba676f4e54224b5:0xd63d5ba1fc8cb338!5m2!4m1!1i2!8m2!3d11.6738957!4d75.9675079!16s%2Fg%2F11f281tpvk!19sChIJtSRC5fR2pjsROLOM_KFbPdY?authuser=0&hl=en&rclk=1,https://avalley-villas-65495.hotelsgds.com/
Mizzle Resort,,081138 88644,,4.3,381,Unknown,https://www.google.com/maps/place/Mizzle+Resort/data=!4m10!3m9!1s0x3ba67735e899ad6f:0x1b35a2698bfc3790!5m2!4m1!1i2!8m2!3d11.6552049!4d75.9702322!16s%2Fg%2F11h918413j!19sChIJb62Z6DV3pjsRkDf8i2miNRs?authuser=0&hl=en&rclk=1,https://www.mizzleresort.com/
Misty Dam Resort,,085901 27443,,4.3,674,Unknown,https://www.google.com/maps/place/Misty+Dam+Resort/data=!4m10!3m9!1s0x3ba677e5ca3df579:0xed9a48a6d0c24d56!5m2!4m1!1i2!8m2!3d11.6648343!4d75.9442176!16s%2Fg%2F11gh0l_4l8!19sChIJefU9yuV3pjsRVk3C0KZImu0?authuser=0&hl=en&rclk=1,http://www.mistydamresort.in/
Edenic Village,,075111 91888,,4.6,51,Unknown,https://www.google.com/maps/place/Edenic+Village/data=!4m10!3m9!1s0x3ba67753ff9a00ff:0x782165e69df82054!5m2!4m1!1i2!8m2!3d11.6772163!4d75.9627317!16s%2Fg%2F11l6m8mm19!19sChIJ_wCa_1N3pjsRVCD4neZlIXg?authuser=0&hl=en&rclk=1,https://edenicvillage.com/
Prakrithi Luxe Retreat,,098958 58909,,4.5,64,Unknown,https://www.google.com/maps/place/Prakrithi+Luxe+Retreat/data=!4m10!3m9!1s0x3ba6778d46aceb85:0xfe0c5851d1f2c1a8!5m2!4m1!1i2!8m2!3d11.6779153!4d75.9449745!16s%2Fg%2F11xywrb90j!19sChIJheusRo13pjsRqMHy0VFYDP4?authuser=0&hl=en&rclk=1,https://prakrithiluxeretreat.com/
Karlad Lake Palace Waterfront Resort by StayRAa,,062826 87991,,4.7,151,Unknown,https://www.google.com/maps/place/Karlad+Lake+Palace+Waterfront+Resort+by+StayRAa/data=!4m10!3m9!1s0x3ba67750c171fd45:0xb2e14caa021e785c!5m2!4m1!1i2!8m2!3d11.6523967!4d75.9839055!16s%2Fg%2F11tczv5h47!19sChIJRf1xwVB3pjsRXHgeAqpM4bI?authuser=0&hl=en&rclk=1,http://karladlakepalace.com/
NIRVANICA RETREAT,,099616 06077,,4.4,134,Unknown,https://www.google.com/maps/place/NIRVANICA+RETREAT/data=!4m10!3m9!1s0x3ba6775ff2337c69:0x963d24d05d696a94!5m2!4m1!1i2!8m2!3d11.6675304!4d75.9419413!16s%2Fg%2F11y08fts56!19sChIJaXwz8l93pjsRlGppXdAkPZY?authuser=0&hl=en&rclk=1,https://nirvanica-life.com/
Camplights Stays Wayanad,,099610 06632,,5.0,14,Unknown,https://www.google.com/maps/place/Camplights+Stays+Wayanad/data=!4m10!3m9!1s0x3ba6776ad5bc6eaf:0x2a8c8f53ccf5f7ae!5m2!4m1!1i2!8m2!3d11.6805233!4d75.9470801!16s%2Fg%2F11yvcr_rjk!19sChIJr2681Wp3pjsRrvf1zFOPjCo?authuser=0&hl=en&rclk=1,https://www.camplightsstays.com/
Golden Cypress Resort Wayanad,,062826 33635,,3.7,88,Unknown,https://www.google.com/maps/place/Golden+Cypress+Resort+Wayanad/data=!4m10!3m9!1s0x3ba677f3379e9e71:0x615de59f3867653c!5m2!4m1!1i2!8m2!3d11.6508156!4d75.9920466!16s%2Fg%2F11tws19fkk!19sChIJcZ6eN_N3pjsRPGVnOJ_lXWE?authuser=0&hl=en&rclk=1,https://golden-cypress-resort-with-pool.allkeralahotels.net/en/
Seagot Banasura Resorts,,097474 40404,,4.1,1887,Unknown,https://www.google.com/maps/place/Seagot+Banasura+Resorts/data=!4m10!3m9!1s0x3ba6777a67e8e9c9:0x2d11efc28f40a734!5m2!4m1!1i2!8m2!3d11.6506203!4d75.9630328!16s%2Fg%2F1tdwyzps!19sChIJyenoZ3p3pjsRNKdAj8LvES0?authuser=0&hl=en&rclk=1,https://www.seagotbanasuraresorts.com/
Cradle of Banasura,,094487 50225,,4.9,222,Unknown,https://www.google.com/maps/place/Cradle+of+Banasura/data=!4m10!3m9!1s0x3ba6779c7ccfb709:0x8330db570eb624f1!5m2!4m1!1i2!8m2!3d11.6951377!4d75.943701!16s%2Fg%2F11w3l8vdd9!19sChIJCbfPfJx3pjsR8SS2DlfbMIM?authuser=0&hl=en&rclk=1,https://www.cradleofbanasuraresort.in/
family villa.hut,,070257 57461,,4.7,45,Unknown,https://www.google.com/maps/place/family+villa.hut/data=!4m10!3m9!1s0x3ba677d2c9d42a87:0x63bdba18c4538226!5m2!4m1!1i2!8m2!3d11.6890635!4d75.9595526!16s%2Fg%2F11fn98sqdd!19sChIJhyrUydJ3pjsRJoJTxBi6vWM?authuser=0&hl=en&rclk=1,https://familyvillahut.com/
"Mountain Shadows Resort, Wayanad",,00 891 3090,,4.7,2730,Unknown,"https://www.google.com/maps/place/Mountain+Shadows+Resort,+Wayanad/data=!4m10!3m9!1s0x3ba67722ad1ed913:0x8b2c102c146ab41f!5m2!4m1!1i2!8m2!3d11.6529311!4d75.9346959!16s%2Fg%2F11f15lpc2j!19sChIJE9kerSJ3pjsRH7RqFCwQLIs?authuser=0&hl=en&rclk=1",https://www.mountainshadows.in/
Black Stone resort,,097454 10123,,4.3,94,Unknown,https://www.google.com/maps/place/Black+Stone+resort/data=!4m10!3m9!1s0x3ba677393ac61e7b:0x31635129995e2979!5m2!4m1!1i2!8m2!3d11.6650282!4d75.9364633!16s%2Fg%2F11p162ggwt!19sChIJex7GOjl3pjsReSlemSlRYzE?authuser=0&hl=en&rclk=1,http://blackstoneresort.in/
Novera Banasura by Noble,,099460 12529,,4.9,248,Unknown,https://www.google.com/maps/place/Novera+Banasura+by+Noble/data=!4m10!3m9!1s0x3ba677355e7fd283:0x12f62e0f8c478e58!5m2!4m1!1i2!8m2!3d11.6454543!4d75.9743043!16s%2Fg%2F11j1fbk95j!19sChIJg9J_XjV3pjsRWI5HjA8u9hI?authuser=0&hl=en&rclk=1,https://noverabanasura.com/
Lake Paradise Resort,,079079 97344,,4.4,43,Unknown,https://www.google.com/maps/place/Lake+Paradise+Resort/data=!4m10!3m9!1s0x3ba6770045f87b8f:0x4b8f845d17245fb8!5m2!4m1!1i2!8m2!3d11.6648661!4d75.9661996!16s%2Fg%2F11xcqg7qlv!19sChIJj3v4RQB3pjsRuF8kF12Ej0s?authuser=0&hl=en&rclk=1,https://lakeparadisewayanad.com/
Dam View Glamps by SZ,,080896 64380,,4.5,59,Unknown,https://www.google.com/maps/place/Dam+View+Glamps+by+SZ/data=!4m10!3m9!1s0x3ba67743c82ed7a1:0xc1f49a5d8ea9b066!5m2!4m1!1i2!8m2!3d11.658204!4d75.9613905!16s%2Fg%2F11r_k7pgk1!19sChIJodcuyEN3pjsRZrCpjl2a9ME?authuser=0&hl=en&rclk=1,http://www.szdevelopers.com/
Sky View Residency,,0124 620 1164,,3.8,165,Unknown,https://www.google.com/maps/place/Sky+View+Residency/data=!4m10!3m9!1s0x3ba6768855a53aa5:0x6d680193a3738072!5m2!4m1!1i2!8m2!3d11.6751443!4d75.9784778!16s%2Fg%2F11c61s7w34!19sChIJpTqlVYh2pjsRcoBzo5MBaG0?authuser=0&hl=en&rclk=1,https://oyo-41382-sky-view-residency.kerala-hotels-resorts.com/en/
Misty Peak Resort,,098958 89911,,4.2,766,Unknown,https://www.google.com/maps/place/Misty+Peak+Resort/data=!4m10!3m9!1s0x3ba677cef38f6ca5:0xa40e8029269028c!5m2!4m1!1i2!8m2!3d11.6517222!4d75.9854301!16s%2Fg%2F11lpz__q4y!19sChIJpWyP8853pjsRjAJpkgLoQAo?authuser=0&hl=en&rclk=1,https://misty-peak-by-bestinn-leisure-wayanad.allkeralahotels.net/en/
Nieve Boutique Hotel by Z Vacations,,073065 48584,,4.8,624,Unknown,https://www.google.com/maps/place/Nieve+Boutique+Hotel+by+Z+Vacations/data=!4m10!3m9!1s0x3ba677007fcce6bb:0xcdcd437fb329373b!5m2!4m1!1i2!8m2!3d11.6451797!4d75.979091!16s%2Fg%2F11vlytn_zr!19sChIJu-bMfwB3pjsROzcps39Dzc0?authuser=0&hl=en&rclk=1,https://nieve-by-z-vacations.kerala-hotels-resorts.com/en/
Grand flora Resort,,095265 48866,,5.0,28,Unknown,https://www.google.com/maps/place/Grand+flora+Resort/data=!4m10!3m9!1s0x3ba677f2cbd6dbfd:0xf3fe9c58355c853f!5m2!4m1!1i2!8m2!3d11.6956779!4d75.936739!16s%2Fg%2F11zg39f2s4!19sChIJ_dvWy_J3pjsRP4VcNVic_vM?authuser=0&hl=en&rclk=1,http://www.grandfloraresort.com/
Zadokz Farmstay,,096055 75281,,4.5,31,Unknown,https://www.google.com/maps/place/Zadokz+Farmstay/data=!4m10!3m9!1s0x3ba6778dd80ddc4f:0xb11f98a68f5c372a!5m2!4m1!1i2!8m2!3d11.6837571!4d75.968849!16s%2Fg%2F11z810fttt!19sChIJT9wN2I13pjsRKjdcj6aYH7E?authuser=0&hl=en&rclk=1,https://zadokzfarmstay.com/
Mamoksha Riverdale,,099404 79224,,4.7,22,Unknown,https://www.google.com/maps/place/Mamoksha+Riverdale/data=!4m10!3m9!1s0x3ba677c5b6658c2f:0xff106e726f4efb5b!5m2!4m1!1i2!8m2!3d11.6767162!4d75.9465619!16s%2Fg%2F11yylqpqmr!19sChIJL4xltsV3pjsRW_tOb3JuEP8?authuser=0&hl=en&rclk=1,https://mamokshariverdale.com/
Wayanad Silver Blooms,,096567 80604,,4.4,152,Unknown,https://www.google.com/maps/place/Wayanad+Silver+Blooms/data=!4m10!3m9!1s0x3ba677138300120b:0xbdf4cd434bc87824!5m2!4m1!1i2!8m2!3d11.6749975!4d75.9409306!16s%2Fg%2F11fkf96f6k!19sChIJCxIAgxN3pjsRJHjIS0PN9L0?authuser=0&hl=en&rclk=1,http://wayanadsilverblooms.com/
Sarovaram Villa,,099957 77699,,4.4,56,Unknown,https://www.google.com/maps/place/Sarovaram+Villa/data=!4m10!3m9!1s0x3ba677c2bc638baf:0x9e911207fb570d34!5m2!4m1!1i2!8m2!3d11.644876!4d75.9775672!16s%2Fg%2F11fd67w93b!19sChIJr4tjvMJ3pjsRNA1X-wcSkZ4?authuser=0&hl=en&rclk=1,https://www.stayvista.com/villa/eira-villa
BanasuraLake View,,095629 44780,,3.8,74,No,https://www.google.com/maps/place/BanasuraLake+View/data=!4m10!3m9!1s0x3ba677693637e29d:0xc7f5552e70dd2a75!5m2!4m1!1i2!8m2!3d11.6675007!4d75.9417192!16s%2Fg%2F11f6f_b7ft!19sChIJneI3Nml3pjsRdSrdcC5V9cc?authuser=0&hl=en&rclk=1,https://banasuralakeview.com/
Lake view Cottage Wayanad,,096454 04766,,4.4,24,Unknown,https://www.google.com/maps/place/Lake+view+Cottage+Wayanad/data=!4m10!3m9!1s0x3ba6776aa77fd787:0xbcb98430c0fe289f!5m2!4m1!1i2!8m2!3d11.6469801!4d75.9723881!16s%2Fg%2F11vln_8yw3!19sChIJh9d_p2p3pjsRnyj-wDCEubw?authuser=0&hl=en&rclk=1,http://lakeviewcottages.in/
Village Pavilion Resort,,081369 09991,,4.5,24,No,https://www.google.com/maps/place/Village+Pavilion+Resort/data=!4m10!3m9!1s0x3ba427006ed86477:0x809ce82283c7fd55!5m2!4m1!1i2!8m2!3d11.776901!4d75.515472!16s%2Fg%2F11vpr3fnb8!19sChIJd2TYbgAnpDsRVf3HgyLonIA?authuser=0&hl=en&rclk=1,http://www.villagepavilion.com/
Yem Cee Rivera Homestays,,083104 04844,,5.0,4,Unknown,https://www.google.com/maps/place/Yem+Cee+Rivera+Homestays/data=!4m10!3m9!1s0x3ba427b5c57e53e7:0x75c959f7b51b33cf!5m2!4m1!1i2!8m2!3d11.760291!4d75.4898838!16s%2Fg%2F11g0g4v0_h!19sChIJ51N-xbUnpDsRzzMbtfdZyXU?authuser=0&hl=en&rclk=1,http://yemceerivera.com/
The Pearl View Hotel,,086069 09808,,4.6,884,Unknown,https://www.google.com/maps/place/The+Pearl+View+Hotel/data=!4m10!3m9!1s0x3ba4279b82fcef97:0x573f6a2fbee6be00!5m2!4m1!1i2!8m2!3d11.7645242!4d75.4795333!16s%2Fg%2F11v3_t5n1n!19sChIJl-_8gpsnpDsRAL7mvi9qP1c?authuser=0&hl=en&rclk=1,https://pearlviewhotel.com/
Tranquility Beach Home,,0490 232 2935,,4.0,71,Unknown,https://www.google.com/maps/place/Tranquility+Beach+Home/data=!4m10!3m9!1s0x3ba426a2d998b74d:0x733201b8d6ecc4e5!5m2!4m1!1i2!8m2!3d11.7757!4d75.4557816!16s%2Fg%2F1yg93l8jz!19sChIJTbeY2aImpDsR5cTs1rgBMnM?authuser=0&hl=en&rclk=1,http://www.homestaymalabar.com/
Mascot Beach Resort,,0497 270 8445,,4.1,5457,Unknown,https://www.google.com/maps/place/Mascot+Beach+Resort/data=!4m10!3m9!1s0x399c47720e4ce3fd:0x735bbcec4a3a4ca3!5m2!4m1!1i2!8m2!3d11.858199!4d75.360823!16s%2Fg%2F11r8yj6yj!19sChIJ_eNMDnJHnDkRo0w6Suy8W3M?authuser=0&hl=en&rclk=1,http://www.mascotbeachresort.com/.
The Malabar Beach Resort,,099956 02020,,4.3,515,Unknown,https://www.google.com/maps/place/The+Malabar+Beach+Resort/data=!4m10!3m9!1s0x3ba4230d11d24ef3:0x9c0f3d26f76e1abe!5m2!4m1!1i2!8m2!3d11.8359609!4d75.4071271!16s%2Fg%2F11b6rvyx4w!19sChIJ807SEQ0jpDsRvhpu9yY9D5w?authuser=0&hl=en&rclk=1,https://malabarbeachresort.com/
Sunfun Beach House,,079075 17084,,4.2,632,Unknown,https://www.google.com/maps/place/Sunfun+Beach+House/data=!4m10!3m9!1s0x3ba417de7de4178b:0x9df4f0bb66461a51!5m2!4m1!1i2!8m2!3d11.8902533!4d75.337349!16s%2Fg%2F11b73jv_zv!19sChIJixfkfd4XpDsRURpGZrvw9J0?authuser=0&hl=en&rclk=1,https://sunfun-beach-house.kerala-hotels-resorts.com/en/
Ocean Hues Beach House,,094471 30075,,4.5,138,Unknown,https://www.google.com/maps/place/Ocean+Hues+Beach+House/data=!4m10!3m9!1s0x3ba43d4d263ae77d:0xcfc3f0ae9e7940e7!5m2!4m1!1i2!8m2!3d11.8244924!4d75.4164487!16s%2Fg%2F1tvdh6vx!19sChIJfec6Jk09pDsR50B5nq7ww88?authuser=0&hl=en&rclk=1,http://www.oceanhues.com/
kannur ocean green home stay,,099464 65318,,4.6,273,Unknown,https://www.google.com/maps/place/kannur+ocean+green+home+stay/data=!4m10!3m9!1s0x3ba42311852dee71:0xdb6fabf691fb03c6!5m2!4m1!1i2!8m2!3d11.8390375!4d75.4047382!16s%2Fg%2F1hhkbr68l!19sChIJce4thREjpDsRxgP7kfarb9s?authuser=0&hl=en&rclk=1,http://kannuroceangreenhomestay.com/
Kannur Beachview Homestay,,079942 54970,,4.6,188,Unknown,https://www.google.com/maps/place/Kannur+Beachview+Homestay/data=!4m10!3m9!1s0x3ba4236986b3e051:0xd8969edb1e990a5c!5m2!4m1!1i2!8m2!3d11.836144!4d75.4065381!16s%2Fg%2F11ssrccvdn!19sChIJUeCzhmkjpDsRXAqZHtueltg?authuser=0&hl=en&rclk=1,http://kannurbeachviewhomestay.com/
Amban Heritage,,094487 14334,,4.6,157,Unknown,https://www.google.com/maps/place/Amban+Heritage/data=!4m10!3m9!1s0x3ba43cc56de63407:0x333e58080fffe7c4!5m2!4m1!1i2!8m2!3d11.8830878!4d75.4015112!16s%2Fg%2F12mkvn7jq!19sChIJBzTmbcU8pDsRxOf_DwhYPjM?authuser=0&hl=en&rclk=1,http://www.ambanheritage.in/
"Broad Bean, Kannur | The Business Class Hotel",,0497 271 7777,,4.1,1954,Unknown,"https://www.google.com/maps/place/Broad+Bean,+Kannur+%7C+The+Business+Class+Hotel/data=!4m10!3m9!1s0x3ba422ccf74e7d71:0xa813aecaa8f7002b!5m2!4m1!1i2!8m2!3d11.8665786!4d75.3724038!16s%2Fg%2F1hf2k2ggl!19sChIJcX1O98wipDsRKwD3qMquE6g?authuser=0&hl=en&rclk=1",http://broadbeankannur.com/
Treebo Sadhoo Heritage,,0497 272 6377,,4.1,827,Unknown,https://www.google.com/maps/place/Treebo+Sadhoo+Heritage/data=!4m10!3m9!1s0x3ba43d287a22cc51:0x6e25a8605017367f!5m2!4m1!1i2!8m2!3d11.8804004!4d75.3855782!16s%2Fg%2F1pt_ylm_6!19sChIJUcwieig9pDsRfzYXUGCoJW4?authuser=0&hl=en&rclk=1,https://www.treebo.com/hotels-in-kannur/treebo-sadhoo-heritage-thana-4151/?utm_source=partnerships&utm_medium=gmb&utm_campaign=gmblisting
State Beach Boutique Resort & Spa,,080868 88286,,4.0,1289,Unknown,https://www.google.com/maps/place/State+Beach+Boutique+Resort+%26+Spa/data=!4m10!3m9!1s0x3ba423b873b14f71:0x5cccbaa47b91acba!5m2!4m1!1i2!8m2!3d11.865375!4d75.3541189!16s%2Fg%2F11h59rxccl!19sChIJcU-xc7gjpDsRuqyRe6S6zFw?authuser=0&hl=en&rclk=1,https://statebeachresort.com/
Krishna Beach Resort,,0497 271 5888,,4.5,2376,Unknown,https://www.google.com/maps/place/Krishna+Beach+Resort/data=!4m10!3m9!1s0x3ba4178537c29f1f:0x880172755d4cadb2!5m2!4m1!1i2!8m2!3d11.8871822!4d75.3408666!16s%2Fg%2F11ghtmt3ff!19sChIJH5_CN4UXpDsRsq1MXXVyAYg?authuser=0&hl=en&rclk=1,https://www.kbrkannur.com/
Asokam Beach Resort and Ayurveda Chikitsa Kendram,,094460 70373,,4.0,645,Unknown,https://www.google.com/maps/place/Asokam+Beach+Resort+and+Ayurveda+Chikitsa+Kendram/data=!4m10!3m9!1s0x3ba43d5f50ece47f:0xc323d627c38d7b15!5m2!4m1!1i2!8m2!3d11.8848235!4d75.3417426!16s%2Fg%2F1tlqnf1x!19sChIJf-TsUF89pDsRFXuNwyfWI8M?authuser=0&hl=en&rclk=1,http://www.asokambeachresort.com/
Papa Cheri Beach House,,088485 45364,,4.8,185,Unknown,https://www.google.com/maps/place/Papa+Cheri+Beach+House/data=!4m10!3m9!1s0x3ba43de1f4d59751:0xf97c8af7e5dea731!5m2!4m1!1i2!8m2!3d11.8829209!4d75.3430256!16s%2Fg%2F11vxtzlgt8!19sChIJUZfV9OE9pDsRMafe5feKfPk?authuser=0&hl=en&rclk=1,https://bookingengine.stayflexi.com/?hotel_id=35791
Kannur Beach House,,098471 86330,,4.5,352,Unknown,https://www.google.com/maps/place/Kannur+Beach+House/data=!4m10!3m9!1s0x3ba423121d3bde6b:0x8864f3c96a971262!5m2!4m1!1i2!8m2!3d11.8382621!4d75.4056025!16s%2Fg%2F1hm6lxdvx!19sChIJa947HRIjpDsRYhKXasnzZIg?authuser=0&hl=en&rclk=1,http://www.kannurbeachhouse.com/
Riveria By Vstays,,092071 88199,,4.9,151,Unknown,https://www.google.com/maps/place/Riveria+By+Vstays/data=!4m10!3m9!1s0x3ba65bb72147aef7:0xec4c7cab6535f04c!5m2!4m1!1i2!8m2!3d11.1967917!4d75.8376716!16s%2Fg%2F11z13jn2mb!19sChIJ965HIbdbpjsRTPA1Zat8TOw?authuser=0&hl=en&rclk=1,http://www.riveriabyvstays.in/
The Raviz Kadavu,,0495 241 1111,,4.2,8287,Unknown,https://www.google.com/maps/place/The+Raviz+Kadavu/data=!4m10!3m9!1s0x3ba65a92f49fa363:0x7c790213599affc7!5m2!4m1!1i2!8m2!3d11.2046626!4d75.8665184!16s%2Fg%2F1tnk_vfj!19sChIJY6Of9JJapjsRx_-aWRMCeXw?authuser=0&hl=en&rclk=1,http://theraviz.com/
Vzoneriveredge,,081060 90909,,4.5,10,No,https://www.google.com/maps/place/Vzoneriveredge/data=!4m10!3m9!1s0x3ba65f00379d1683:0xfdb056a1bf4c378!5m2!4m1!1i2!8m2!3d11.338954!4d75.763345!16s%2Fg%2F11x5d4d0kr!19sChIJgxadNwBfpjsReMP0G2oF2w8?authuser=0&hl=en&rclk=1,https://vzoneriveredge.com/
Hotel Villa Maryam,,096561 15092,,4.3,519,Unknown,https://www.google.com/maps/place/Hotel+Villa+Maryam/data=!4m10!3m9!1s0x3ba6591c2926a65b:0x3869caed064d5421!5m2!4m1!1i2!8m2!3d11.2627503!4d75.7912345!16s%2Fg%2F11h5wqsxjj!19sChIJW6YmKRxZpjsRIVRNBu3KaTg?authuser=0&hl=en&rclk=1,http://www.hotelvillamaryam.in/
